State,Id,Name,Url,SefUrl,Display,DisableFilter,Parent,Order,Products,Meta,AutomaticMeta,LastModTime,Image,Texts
live,784045,Fólia,https://foliasjuci.hu/termekek/ontapados-folia,termekek/ontapados-folia,"{'Page': 'no', 'Menu': 'no'}",no,{'Id': '0'},14,"{'All': '0', 'New': '0'}","{'Description': 'Bútorfelújítás Házilag (DIY) öntapadós fóliával Fóliás Juci webáruházból.Nálunk minden segítséget megkapsz. Lakásfelújítás öntapadós tapétával', 'Title': 'Öntapadós fólia -  Öntapadós tapéta -  Fólás Jucitól -  raktárról,azonnal'}","{'Keywords': 'Fólia, Fóliás Juci'}",1671442887,{'Url': 'https://foliasjuci.hu/img/86997/catpic_784045/784045.jpg?time=1618919291'},"{'Top': '<h3 style=""text-align: left;"">Mit szeretnél lefóliázni?</h3>\n<p style=""text-align: left;"">Ha a <strong>bútoraidat</strong> szeretnéd újjá varázsolni szakember nélkül, akkor válaszd a <a href=""https://www.foliasjuci.hu/termekek/folia/dekorfolia"" target=""_blank"" rel=""noopener""><strong>DEKORFÓLIÁKAT</strong></a>. Ha a\xa0<strong>kilátás/belátás </strong>vagy a <strong>meleg ellen</strong> szeretnél megbízható védelmet, akkor az <a href=""https://www.foliasjuci.hu/termekek/folia/ablakfolia"" target=""_blank"" rel=""noopener""><strong>ABLAKFÓLIÁK</strong> </a>kategóriát válaszd. Ha csak <strong>kikapcsolni szeretnél egy kis színezéssel</strong> vagy <strong>gyerkőcöd</strong> figyelmét szeretnéd <strong>lekötni</strong> a <strong>felújítás idejére</strong>,\xa0akkor pillants rá a <strong><a href=""https://www.foliasjuci.hu/termekek/folia/mandala"" target=""_blank"" rel=""noopener"">mandaláinkra</a>.</strong></p>\n<p style=""text-align: left;"">A fóliák különböző méretben és szélességben kaphatók.\xa0</p>\n<p style=""text-align: left;"">Fedezd fel széles választékunkat!</p>'}"
live,953838,Padló,https://foliasjuci.hu/termekek/padlo,termekek/padlo,"{'Page': 'yes', 'Menu': 'yes'}",no,{'Id': '0'},6,"{'All': '100', 'New': '0'}","{'Description': 'Ezekkel a padlókkal szaki nélkül, saját magad fel tudod újítani az otthonodat. Nálunk minden segítséget megkapsz és szakember nélkül fel fogod tudni újítani öntapadós tapétával megunt bútoraidat!', 'Title': 'Öntapadós és klikkes padlók -  Fóliás Jucitól -  -  azonnal, raktárról'}","{'Keywords': 'Padló, Fóliás Juci'}",1671442887,{'Url': 'https://foliasjuci.hu/img/86997/catpic_953838/953838.jpg?time=1619105629'},"{'Top': '<p style=""text-align: left;""><span style=""font-family: verdana, geneva, sans-serif; font-size: 16px;""><b>Unod </b><span style=""font-weight: 400;"">a padlódat? Szabadulnál tőle?</span></span></p>\n<p style=""text-align: left;""><span style=""font-family: verdana, geneva, sans-serif; font-size: 16px;""><span style=""font-weight: 400;"">- nem akarod </span><b>felverni </b><span style=""font-weight: 400;"">a régit?</span></span></p>\n<p style=""text-align: left;""><span style=""font-family: verdana, geneva, sans-serif; font-size: 16px;""><span style=""font-weight: 400;"">- nem akarsz </span><b>konténert </b><span style=""font-weight: 400;"">rendelni?</span></span></p>\n<p style=""text-align: left;""><span style=""font-family: verdana, geneva, sans-serif; font-size: 16px;""><span style=""font-weight: 400;"">- nem akarsz </span><b>elköltözni</b><span style=""font-weight: 400;"">?</span></span></p>\n<p style=""text-align: left;""><span style=""font-weight: 400; font-family: verdana, geneva, sans-serif; font-size: 16px;"">Mi olyan megoldást ajánlunk, amit szakember segítsége nélkül bárki meg tud csinálni.\xa0</span></p>\n<p style=""text-align: left;""><span style=""font-family: verdana, geneva, sans-serif; font-size: 16px;""><span style=""font-weight: 400;"">Próbáld ki a padlóink egyikét! Ezek </span><b>nem fóliák</b><span style=""font-weight: 400;"">! Annál sokkal vastagabb vinyl padlók!</span></span></p>\n<p style=""text-align: left;""><span style=""font-family: verdana, geneva, sans-serif; font-size: 16px;""><span style=""font-weight: 400;"">A padlók között van </span><b>öntapadós padló </b><span style=""font-weight: 400;"">és </span><b>ragasztó nélküli klick vinyl</b><span style=""font-weight: 400;"">. Az öntapadós előnye az ára, hátránya, hogy eléggé vékony, így a mélyebb fugák meglátszanak rajta. A ragasztó nélküli előnye, hogy vastagabb, padlófűtésre is tehetjük, a lábnak melegebb érzetet ad, szebb.</span></span></p>\n<p style=""text-align: left;""><span style=""font-weight: 400; font-family: verdana, geneva, sans-serif; font-size: 16px;"">Egyikükhöz sem kell dekopírfűrész! Egyszerűen szikével vágható.</span></p>'}"
live,616725,Termékminta,https://foliasjuci.hu/termekek/ontapados_folia_ontapados_tapeta_termekminta,termekek/ontapados_folia_ontapados_tapeta_termekminta,"{'Page': 'yes', 'Menu': 'yes'}",no,{'Id': '0'},7,"{'All': '198', 'New': '4'}","{'Description': 'Kíváncsi vagy milyen élőben az Öntapadós fólia - Öntapadós tapéta ?Összehasonlítanád az otthonod színeivel? Válaszd a  öntapadós tapéta termékmintát!', 'Title': 'Öntapadós fólia termékminta Fóliás Jucitól -  ha biztosra akarsz menni'}","{'Keywords': 'Termékminta, Fóliás Juci'}",1671442887,{'Url': 'https://foliasjuci.hu/img/86997/catpic_616725/616725.jpg?time=1617368461'},
live,570322,Belátás Elleni Ablakfólia,https://foliasjuci.hu/megoldasok/ablakra/belatas-elleni-folia,megoldasok/ablakra/belatas-elleni-folia,"{'Page': 'yes', 'Menu': 'yes'}",no,"{'Id': '563166', 'Tree': 'Megoldások|Ablakra'}",0,"{'All': '124', 'New': '0'}","{'Description': 'Ezt a Házilag (DIY) feltehető belátás/kilátás elleni ablakfóliát gyerekjáték feltenni az ablakra, mert csak víz kell hozzá! Neked is sikerülni fog,mindenben segítünk!', 'Title': 'Belátás és kilátás elleni megoldások Fóliás Jucitól - Ablakra'}","{'Keywords': 'Belátás Elleni Ablakfólia, Ablakra, Megoldások, Fóliás Juci'}",1660818597,{'Url': 'https://foliasjuci.hu/img/86997/catpic_570322/570322.jpg?time=1617282021'},
live,212349,Hővédő Fólia,https://foliasjuci.hu/megoldasok/ablakra/hovedo-folia,megoldasok/ablakra/hovedo-folia,"{'Page': 'yes', 'Menu': 'yes'}",no,"{'Id': '563166', 'Tree': 'Megoldások|Ablakra'}",0,"{'All': '0', 'New': '0'}","{'Description': 'Ezt a Házilag (DIY) feltehető hővédő ablakfóliát gyerekjáték feltenni az ablakra! Ablakfólia Fóliás Jucitót! Neked is sikerülni fog,mert mindenben segítünk!', 'Title': 'Nyári nap elleni megoldások Fóliás Jucitól - Ablakra, üvegre'}","{'Keywords': 'Hővédő Fólia, Ablakra, Megoldások, Fóliás Juci'}",1660818548,{'Url': 'https://foliasjuci.hu/img/86997/catpic_212349/212349.jpg?time=1617368296'},
live,446407,Beton Öntapadós Fólia,https://foliasjuci.hu/megoldasok/ajtora/beton-ontapados-folia,megoldasok/ajtora/beton-ontapados-folia,"{'Page': 'yes', 'Menu': 'yes'}",no,"{'Id': '709385', 'Tree': 'Megoldások|Ajtóra'}",0,"{'All': '16', 'New': '0'}","{'Description': 'Ajtófelújításra keresel megoldást?Beton Öntapadós fólia - Öntapadós tapéta  Fóliás Jucitól segítségedre lesz. Házilag (DIY), szakember nélkül,gyorsan,por,kosz nélkül', 'Title': 'Otthonszépítő és lakásfelújító ötletek -  AJTÓRA -  Fóliás Jucitól - Beton Öntapadós Fólia'}","{'Keywords': 'Beton Öntapadós Fólia, Ajtóra, Megoldások, Fóliás Juci'}",1660665005,{'Url': 'https://foliasjuci.hu/img/86997/catpic_446407/446407.jpg?time=1617368296'},
live,156565,Egyszínű Öntapadós Fólia,https://foliasjuci.hu/megoldasok/ajtora/egyszinu-ontapados-folia,megoldasok/ajtora/egyszinu-ontapados-folia,"{'Page': 'yes', 'Menu': 'yes'}",no,"{'Id': '709385', 'Tree': 'Megoldások|Ajtóra'}",0,"{'All': '127', 'New': '0'}","{'Description': 'Ajtófelújításra keresel megoldást?Egyszínű Öntapadós fólia - Öntapadós tapéta  Fóliás Jucitól segítségedre lesz. Házilag (DIY), szakember nélkül,gyorsan,por,kosz nélkül', 'Title': 'Otthonszépítő és lakásfelújító ötletek -  AJTÓRA -  Fóliás Jucitól - Egyszínű Öntapadós Fólia'}","{'Keywords': 'Egyszínű Öntapadós Fólia, Ajtóra, Megoldások, Fóliás Juci'}",1660665005,{'Url': 'https://foliasjuci.hu/img/86997/catpic_156565/156565.jpg?time=1617368283'},
live,605696,Fahatású Öntapadós Fólia,https://foliasjuci.hu/megoldasok/ajtora/fahatasu-ontapados-folia,megoldasok/ajtora/fahatasu-ontapados-folia,"{'Page': 'yes', 'Menu': 'yes'}",no,"{'Id': '709385', 'Tree': 'Megoldások|Ajtóra'}",0,"{'All': '150', 'New': '0'}","{'Description': 'Ajtófelújításra keresel megoldást?Fahatású Öntapadós fólia - Öntapadós tapéta  Fóliás Jucitól segítségedre lesz. Házilag (DIY), szakember nélkül,gyorsan,por,kosz nélkül', 'Title': 'Otthonszépítő és lakásfelújító ötletek -  AJTÓRA -  Fóliás Jucitól - Fahatású Öntapadós Fólia'}","{'Keywords': 'Fahatású Öntapadós Fólia, Ajtóra, Megoldások, Fóliás Juci'}",1660665005,{'Url': 'https://foliasjuci.hu/img/86997/catpic_605696/605696.jpg?time=1617368286'},
live,313855,Fémes Öntapadós Fólia,https://foliasjuci.hu/megoldasok/ajtora/femes-ontapados-folia,megoldasok/ajtora/femes-ontapados-folia,"{'Page': 'yes', 'Menu': 'yes'}",no,"{'Id': '709385', 'Tree': 'Megoldások|Ajtóra'}",0,"{'All': '22', 'New': '0'}","{'Description': 'Ajtófelújításra keresel megoldást?Fémes Öntapadós fólia - Öntapadós tapéta  Fóliás Jucitól segítségedre lesz. Házilag (DIY), szakember nélkül,gyorsan,por,kosz nélkül', 'Title': 'Otthonszépítő és lakásfelújító ötletek -  AJTÓRA -  Fóliás Jucitól - Fémes Öntapadós Fólia'}","{'Keywords': 'Fémes Öntapadós Fólia, Ajtóra, Megoldások, Fóliás Juci'}",1660665005,{'Url': 'https://foliasjuci.hu/img/86997/catpic_313855/313855.jpg?time=1617368285'},
live,238507,Márvány Öntapadós Fólia,https://foliasjuci.hu/megoldasok/ajtora/marvany-ontapados-folia,megoldasok/ajtora/marvany-ontapados-folia,"{'Page': 'yes', 'Menu': 'yes'}",no,"{'Id': '709385', 'Tree': 'Megoldások|Ajtóra'}",0,"{'All': '8', 'New': '0'}","{'Description': 'Ajtófelújításra keresel megoldást?Márvány Öntapadós fólia - Öntapadós tapéta  Fóliás Jucitól segítségedre lesz. Házilag (DIY), szakember nélkül,gyorsan,por,kosz nélkül', 'Title': 'Otthonszépítő és lakásfelújító ötletek -  AJTÓRA -  Fóliás Jucitól - Márvány Öntapadós Fólia'}","{'Keywords': 'Márvány Öntapadós Fólia, Ajtóra, Megoldások, Fóliás Juci'}",1660665005,{'Url': 'https://foliasjuci.hu/img/86997/catpic_238507/238507.jpg?time=1617368285'},
live,701678,Mintás Öntapadós Fólia,https://foliasjuci.hu/megoldasok/ajtora/mintas-ontapados-folia,megoldasok/ajtora/mintas-ontapados-folia,"{'Page': 'yes', 'Menu': 'yes'}",no,"{'Id': '709385', 'Tree': 'Megoldások|Ajtóra'}",0,"{'All': '31', 'New': '0'}","{'Description': 'Ajtófelújításra keresel megoldást?Mintás Öntapadós fólia - Öntapadós tapéta  Fóliás Jucitól segítségedre lesz. Házilag (DIY), szakember nélkül,gyorsan,por,kosz nélkül', 'Title': 'Otthonszépítő és lakásfelújító ötletek -  AJTÓRA -  Fóliás Jucitól - Mintás Öntapadós Fólia'}","{'Keywords': 'Mintás Öntapadós Fólia, Ajtóra, Megoldások, Fóliás Juci'}",1660665005,{'Url': 'https://foliasjuci.hu/img/86997/catpic_701678/701678.jpg?time=1617368284'},
live,507378,Plüss Öntapadós Fólia,https://foliasjuci.hu/megoldasok/ajtora/pluss-ontapados-folia,megoldasok/ajtora/pluss-ontapados-folia,"{'Page': 'yes', 'Menu': 'yes'}",no,"{'Id': '709385', 'Tree': 'Megoldások|Ajtóra'}",0,"{'All': '10', 'New': '0'}","{'Description': 'Ajtófelújításra keresel megoldást?Plüss Öntapadós fólia - Öntapadós tapéta  Fóliás Jucitól segítségedre lesz. Házilag (DIY), szakember nélkül,gyorsan,por,kosz nélkül', 'Title': 'Otthonszépítő és lakásfelújító ötletek -  AJTÓRA -  Fóliás Jucitól - Plüss Öntapadós Fólia'}","{'Keywords': 'Plüss Öntapadós Fólia, Ajtóra, Megoldások, Fóliás Juci'}",1660665005,{'Url': 'https://foliasjuci.hu/img/86997/catpic_507378/507378.jpg?time=1617368281'},
